timestamp,open,high,low,close,volume,Ticker
2014-10-31,34.72,41.75,28.1,41.35,473748341,AAL
2014-09-30,39.0,40.54,34.34,35.48,200546308,AAL
2014-08-29,38.75,41.0,35.23,38.881,178364300,AAL
2014-07-31,43.44,44.0,37.9,38.85,265201400,AAL
2014-06-30,40.0,44.88,38.855,42.96,335519400,AAL
2014-05-30,35.86,40.33,35.465,40.16,193159300,AAL
2014-04-30,36.95,38.9,31.86,35.07,256325500,AAL
2014-03-31,36.17,39.88,35.02,36.6,194519600,AAL
2014-02-28,33.95,37.28,33.05,36.93,197511500,AAL
2014-01-31,25.07,34.2,25.06,33.55,290291800,AAL
2013-12-31,23.55,27.2,21.45,25.25,571901309,AAL
2013-11-29,22.04,25.49,21.6,23.48,656997317,AAL
2013-10-31,18.98,23.16,18.98,21.97,337155764,AAL
2013-09-30,16.38,19.48,16.11,18.96,243913940,AAL
2013-08-30,19.44,19.59,15.28,16.16,586206434,AAL
2013-07-31,16.5,19.49,16.04,19.35,316245042,AAL
2013-06-28,17.54,18.2,15.59,16.42,278942360,AAL
2013-05-31,16.91,19.7,16.6,17.57,341538876,AAL
2013-04-30,17.02,17.13,15.03,16.9,407869974,AAL
2013-03-28,13.37,17.43,13.32,16.97,501787398,AAL
2013-02-28,14.43,15.4,12.7,13.43,518489276,AAL
2013-01-31,13.72,15.64,13.6,14.28,397227344,AAL
2012-12-31,12.92,13.75,11.97,13.5,304748793,AAL
2012-11-30,12.17,13.19,11.52,12.89,306305630,AAL
2012-10-31,10.35,12.63,10.32,12.18,320502145,AAL
2012-09-28,10.61,12.48,10.15,10.46,370572119,AAL
2012-08-31,11.29,11.75,9.74,10.66,461136460,AAL
2012-07-31,13.43,14.51,10.59,11.46,528096781,AAL
2012-06-29,13.01,13.8,11.12,13.33,520902144,AAL
2012-05-31,10.28,13.36,9.65,13.22,503686327,AAL
2012-04-30,7.59,10.44,7.41,10.26,488941287,AAL
2012-03-30,7.45,7.97,6.78,7.59,421859518,AAL
2012-02-29,8.47,9.91,6.9,7.41,483973189,AAL
2012-01-31,5.2,8.79,4.97,8.44,496616887,AAL
2011-12-30,4.9,6.23,4.82,5.07,403701340,AAL
2011-11-30,5.57,5.73,3.96,4.72,354673724,AAL
2011-10-31,5.44,6.48,4.53,5.77,369012871,AAL
2011-09-30,5.54,6.57,4.68,5.5,452596244,AAL
2011-08-31,6.4,6.43,4.95,5.59,525902681,AAL
2011-07-29,9.02,9.15,5.77,6.24,373009114,AAL
2011-06-30,9.08,9.34,7.94,8.91,378553353,AAL
2011-05-31,9.24,10.35,8.98,9.1,390026809,AAL
2011-04-29,9.08,9.16,7.76,9.09,318110725,AAL
2011-03-31,8.56,9.38,7.71,8.71,474156031,AAL
2011-02-28,9.97,10.21,8.16,8.61,484005092,AAL
2011-01-31,10.11,11.56,9.67,9.92,369903752,AAL
2010-12-31,11.34,11.43,9.8,10.01,244818232,AAL
2010-11-30,11.88,12.26,10.51,11.16,283929492,AAL
2010-10-29,9.29,12.24,8.94,11.79,376355498,AAL
2010-09-30,9.33,10.17,8.51,9.25,346702144,AAL
2010-08-31,11.0,11.4,8.4,9.04,453423594,AAL
2010-07-30,8.62,11.15,8.02,10.85,537486058,AAL
2010-06-30,8.64,10.87,8.16,8.61,643071313,AAL
2010-05-28,7.21,8.97,5.7,8.83,702435123,AAL
2010-04-30,7.37,7.87,6.27,7.07,875934585,AAL
2010-03-31,7.41,8.17,6.81,7.35,466005631,AAL
2010-02-26,5.43,7.4,5.35,7.33,618539142,AAL
2010-01-29,4.84,5.96,4.47,5.31,703702144,AAL
2009-12-31,3.77,5.4,3.63,4.84,676769167,AAL
2009-11-30,3.12,3.72,2.82,3.69,393821181,AAL
2009-10-30,4.62,4.7,2.95,3.06,575106703,AAL
2009-09-30,3.4,5.6,2.89,4.7,968393836,AAL
2009-08-31,2.98,3.88,2.61,3.4,556810723,AAL
2009-07-31,2.4,3.12,2.0,2.93,468129760,AAL
2009-06-30,2.61,3.2,2.11,2.43,436349868,AAL
2009-05-29,3.96,5.35,2.41,2.58,527517157,AAL
2009-04-30,2.46,5.06,2.44,3.79,401373459,AAL
2009-03-31,2.8,3.46,1.88,2.53,375270511,AAL
2009-02-27,5.62,6.15,2.72,2.85,342551473,AAL
2009-01-30,7.73,9.7,5.39,5.67,370005628,AAL
2008-12-31,5.79,8.05,4.88,7.73,298761125,AAL
2008-11-28,10.54,11.24,4.0,5.96,414969437,AAL
2008-10-31,6.01,10.99,3.16,10.14,632830026,AAL
2008-09-30,9.9,10.46,5.29,6.03,626469168,AAL
2008-08-29,5.3,9.79,4.68,8.49,969864345,AAL
2008-07-31,2.46,5.8,1.45,5.06,767116084,AAL
2008-06-30,4.03,4.77,2.3,2.5,568846917,AAL
2008-05-30,8.65,9.62,3.96,3.96,301822251,AAL
2008-04-30,9.2,9.94,6.1,8.59,209149328,AAL
2008-03-31,12.19,12.96,7.24,8.91,188686596,AAL
2008-02-29,13.98,16.44,12.4,12.4,146495443,AAL
2008-01-31,14.55,14.58,10.18,13.84,268713405,AAL
2007-12-31,21.21,21.21,14.41,14.71,167782307,AAL
2007-11-30,27.25,27.5,18.0,20.77,192949599,AAL
2007-10-31,26.62,33.45,26.0,27.66,165232707,AAL
2007-09-28,30.86,33.96,25.7,26.25,107136192,AAL
2007-08-31,30.73,32.71,24.26,30.95,135300803,AAL
2007-07-31,30.68,36.81,30.38,31.01,160898124,AAL
2007-06-29,35.72,35.96,26.78,30.27,172598122,AAL
2007-05-31,36.7,37.41,32.1,35.65,195972118,AAL
2007-04-30,45.26,48.3,36.68,36.94,152058980,AAL
2007-03-30,51.0,53.09,44.01,45.48,112209920,AAL
2007-02-28,56.5,59.85,50.6,52.29,84845575,AAL
2007-01-31,53.89,62.5,51.52,55.98,152714211,AAL
2006-12-29,57.51,62.7,53.85,53.85,102742894,AAL
2006-11-30,49.95,63.27,47.0,56.76,143373728,AAL
2006-10-31,45.0,51.65,43.81,49.86,110637264,AAL
2006-09-29,42.4,48.29,38.8,44.33,95468900,AAL
2006-08-31,45.6,47.03,36.8,42.25,104982572,AAL
2006-07-31,50.63,56.41,44.75,45.69,97921986,AAL
2006-06-30,45.68,50.9,41.0,50.54,98632977,AAL
2006-05-31,43.19,52.18,42.76,46.7,82937803,AAL
2006-04-28,40.0,44.7,36.19,43.26,76253887,AAL
2006-03-31,33.09,40.02,31.32,40.0,61239144,AAL
2006-02-28,29.1,35.02,28.35,33.09,30935121,AAL
2006-01-31,37.2,40.6,28.3,29.34,47627882,AAL
2005-12-30,34.0,38.8,31.38,37.14,28447186,AAL
2005-11-30,24.7,34.55,24.69,33.59,52017428,AAL
2005-10-31,20.9,25.35,20.85,24.68,51472119,AAL
2021-01-08,133.52,133.6116,126.382,132.05,610791157,AAPL
2020-12-31,121.01,138.789,120.01,132.69,2319687808,AAPL
2020-11-30,109.11,121.99,107.32,119.05,2122724412,AAPL
2020-10-30,117.64,125.39,107.72,108.86,2895317580,AAPL
2020-09-30,132.76,137.98,103.1,115.81,3886793083,AAPL
2020-08-31,432.8,515.14,126.0,129.04,1184207050,AAPL
2020-07-31,365.12,425.66,356.58,425.04,755162226,AAPL
2020-06-30,317.75,372.38,317.21,364.8,810900890,AAPL
2020-05-29,286.25,324.24,285.85,317.94,701660022,AAPL
2020-04-30,246.5,294.53,236.9,293.8,816530808,AAPL
2020-03-31,282.28,304.0,212.61,254.29,1570331732,AAPL
2020-02-28,304.3,327.22,256.37,273.36,755223231,AAPL
2020-01-31,296.24,327.85,292.75,309.51,734044103,AAPL
2019-12-31,267.27,293.97,256.29,293.65,598871365,AAPL
2019-11-29,249.54,268.0,249.16,267.25,448922253,AAPL
2019-10-31,225.07,249.75,215.13,248.76,621478768,AAPL
2019-09-30,206.43,226.42,204.22,223.97,547408488,AAPL
2019-08-30,213.9,218.03,192.58,208.74,683515746,AAPL
2019-07-31,203.17,221.37,198.41,213.04,473957094,AAPL
2019-06-28,175.6,201.57,170.27,197.92,515218768,AAPL
2019-05-31,209.88,215.31,174.99,175.07,739456573,AAPL
2019-04-30,191.64,208.48,188.38,200.67,506117812,AAPL
2019-03-29,174.28,197.69,169.5,189.95,650981384,AAPL
2019-02-28,166.96,175.87,165.93,173.15,472540723,AAPL
2019-01-31,154.89,169.0,142.0,166.44,828099179,AAPL
2018-12-31,184.46,184.94,146.59,157.74,898917007,AAPL
2018-11-30,219.05,222.36,170.26,178.58,961321947,AAPL
2018-10-31,227.95,233.47,206.09,218.86,789748068,AAPL
2018-09-28,228.41,229.67,215.3,225.74,678972040,AAPL
2018-08-31,199.13,228.87,197.31,227.63,700318837,AAPL
2018-07-31,183.82,195.96,183.42,190.29,393843881,AAPL
2018-06-29,187.99,194.2,180.73,185.11,527624365,AAPL
2018-05-31,166.41,190.37,165.27,186.87,620976206,AAPL
2018-04-30,166.64,178.94,160.63,165.26,666360147,AAPL
2018-03-29,178.54,183.5,164.94,167.78,701387082,AAPL
2018-02-28,167.17,180.62,150.24,178.12,888378184,AAPL
2018-01-31,170.16,180.1,164.7,167.43,639245534,AAPL
2017-12-29,169.95,177.2,166.46,169.23,518560008,AAPL
2017-11-30,169.87,176.24,165.28,171.85,581374608,AAPL
2017-10-31,154.26,169.6499,152.46,169.04,496135305,AAPL
2017-09-29,164.8,164.94,149.16,154.12,669594016,AAPL
2017-08-31,149.1,164.52,148.41,164.0,638221161,AAPL
2017-07-31,144.88,153.99,142.41,148.73,411377229,AAPL
2017-06-30,153.17,155.98,142.2,144.02,664986406,AAPL
2017-05-31,145.1,156.65,144.27,152.76,635292989,AAPL
2017-04-28,143.71,145.46,140.06,143.65,371280180,AAPL
2017-03-31,137.89,144.5,137.05,143.66,562091214,AAPL
2017-02-28,127.03,137.48,127.01,136.99,574968547,AAPL
2017-01-31,115.8,122.44,114.76,121.35,563331160,AAPL
2016-12-30,110.365,118.0166,108.25,115.82,608771645,AAPL
2016-11-30,113.46,113.77,104.08,110.52,721554967,AAPL
2016-10-31,112.71,118.69,112.28,113.54,686914224,AAPL
2016-09-30,106.14,116.18,102.53,113.05,970096738,AAPL
2016-08-31,104.41,110.23,104.0,106.1,630128567,AAPL
2016-07-29,95.49,104.55,94.37,104.21,685779613,AAPL
2016-06-30,99.02,101.89,91.5,95.6,780630235,AAPL
2016-05-31,93.965,100.73,89.47,99.86,901144768,AAPL
2016-04-29,108.78,112.39,92.51,93.74,872383623,AAPL
2016-03-31,97.65,110.42,97.42,108.99,745756771,AAPL
2016-02-29,96.47,98.89,92.59,96.69,810862547,AAPL
2016-01-29,102.61,105.85,92.39,97.34,1271848087,AAPL
2015-12-31,118.75,119.86,104.82,105.26,922626259,AAPL
2015-11-30,119.87,123.82,111.0,118.3,750606735,AAPL
2015-10-30,109.07,121.22,107.31,119.5,1113703829,AAPL
2015-09-30,110.18,116.89,107.36,109.95,1203789074,AAPL
2015-08-31,121.5,122.57,92.0,112.76,1606359115,AAPL
2015-07-31,126.9,132.97,119.22,121.3,1058280697,AAPL
2015-06-30,131.2,131.39,124.48,125.425,878606841,AAPL
2015-05-29,126.1,132.97,123.36,130.28,954152126,AAPL
2015-04-30,124.82,134.54,123.1,125.15,996135511,AAPL
2015-03-31,129.25,130.28,121.63,124.43,1138641910,AAPL
2015-02-27,118.05,133.6,116.08,128.46,1136535493,AAPL
2015-01-30,111.39,120.0,104.63,117.16,1304879185,AAPL
2014-12-31,118.81,119.25,106.26,110.38,1073775862,AAPL
2014-11-28,108.22,119.75,107.72,118.93,820471729,AAPL
2014-10-31,100.59,108.04,95.18,108.0,1360280122,AAPL
2014-09-30,103.06,103.74,96.14,100.75,1523782675,AAPL
2014-08-29,94.9,102.9,93.28,102.5,930931500,AAPL
2014-07-31,93.52,99.44,92.57,95.6,1035191700,AAPL
2014-06-30,633.96,651.26,89.65,92.93,853194497,AAPL
2014-05-30,592.0,644.17,580.33,633.0,204845300,AAPL
2014-04-30,537.76,599.43,511.33,590.09,229823600,AAPL
2014-03-31,523.42,549.0,522.81,536.74,178632100,AAPL
2014-02-28,502.61,551.19,499.3,526.24,210013100,AAPL
2014-01-31,555.68,560.2,493.55,500.6,313069800,AAPL
2013-12-31,558.0,575.1358,538.8,561.02,252049900,AAPL
2013-11-29,524.02,558.33,512.38,556.07,186612700,AAPL
2013-10-31,478.45,539.25,478.28,522.702,279919000,AAPL
2013-09-30,493.1,507.92,447.22,476.75,308247900,AAPL
2013-08-30,455.7527,513.74,453.26,487.216,287797800,AAPL
2013-07-31,402.69,457.3425,401.22,452.53,233504100,AAPL
2013-06-28,450.73,454.43,388.87,396.53,250662000,AAPL
2013-05-31,444.46,465.75,418.9,449.735,337411800,AAPL
2013-04-30,441.9,445.25,385.1,442.78,391553200,AAPL
2013-03-28,438.0,469.95,419.0,442.66,327745600,AAPL
2013-02-28,459.11,484.94,437.66,441.4,333715500,AAPL
2013-01-31,553.82,555.0,435.0,455.49,468693700,AAPL
2012-12-31,593.65,594.59,501.23,532.1729,433312600,AAPL
2012-11-30,598.22,603.0,505.7501,585.28,461780400,AAPL
2012-10-31,671.5,676.75,587.7,595.32,433672500,AAPL
2012-09-28,665.76,705.07,656.0,667.105,328535900,AAPL
2012-08-31,615.905,680.87,600.25,665.24,295578800,AAPL
2012-07-31,584.73,619.87,570.0,610.76,318201800,AAPL
2012-06-29,569.16,590.0,548.5,584.0,280565200,AAPL
2012-05-31,584.9,596.76,522.18,577.73,396655200,AAPL
2012-04-30,601.83,644.0,555.0,583.98,557106800,AAPL
2012-03-30,548.17,621.45,516.221,599.55,556583500,AAPL
2012-02-29,458.41,547.61,453.98,542.44,406019800,AAPL
2012-01-31,409.4,458.24,409.0,456.48,244994800,AAPL
2011-12-30,382.54,409.09,377.68,405.0,225233300,AAPL
2011-11-30,397.41,408.0,363.32,382.2,320132200,AAPL
2011-10-31,380.37,426.7,354.24,404.78,469336700,AAPL
2011-09-30,385.82,422.86,366.48,381.32,427766000,AAPL
2011-08-31,397.78,399.5,353.02,384.83,576521400,AAPL
2011-07-29,335.95,404.5,334.2,390.48,380498100,AAPL
2011-06-30,348.87,352.132,310.5,335.67,330851800,AAPL
2011-05-31,349.74,351.83,329.42,347.83,246859300,AAPL
2011-04-29,351.11,355.13,320.16,350.13,330493900,AAPL
2011-03-31,355.47,361.67,326.26,348.5075,403802100,AAPL
2011-02-28,341.3,364.9,337.72,353.21,331998200,AAPL
2011-01-31,325.64,348.6,324.8365,339.32,387197700,AAPL
2010-12-31,315.27,326.66,314.89,322.56,249044100,AAPL
2010-11-30,302.22,321.3,297.76,311.15,339574500,AAPL
2010-10-29,283.75,319.0,277.77,300.98,436949200,AAPL
2010-09-30,247.47,294.73,246.28,283.75,423211400,AAPL
2010-08-31,260.44,264.28,235.56,243.1,342468600,AAPL
2010-07-30,254.3,265.99,239.6,257.25,559632300,AAPL
2010-06-30,259.69,279.01,242.2,251.53,594687600,AAPL
2010-05-28,263.84,267.88,199.25,256.88,645809100,AAPL
2010-04-30,237.49,272.46,232.75,261.09,441683200,AAPL
2010-03-31,205.75,237.48,205.45,235.0,434077600,AAPL
2010-02-26,192.37,205.17,190.85,204.62,384860000,AAPL
2010-01-29,213.43,215.59,190.25,192.063,541749800,AAPL
2009-12-31,202.24,213.95,188.68,210.732,406927100,AAPL
2009-11-30,189.8,208.0,185.57,199.91,301956600,AAPL
2009-10-30,185.35,208.7099,180.7,188.5,462720600,AAPL
2009-09-30,167.99,188.9,164.11,185.35,356761400,AAPL
2009-08-31,165.21,172.49,159.42,168.21,291611600,AAPL
2009-07-31,143.5,165.0,134.42,163.39,390790600,AAPL
2009-06-30,136.47,146.4,132.88,142.43,452699000,AAPL
2009-05-29,125.8,135.9,119.38,135.81,337755100,AAPL
2009-04-30,104.09,127.2,103.89,125.83,422202900,AAPL
2009-03-31,89.31,109.98,82.33,105.12,550878500,AAPL
2009-02-27,89.1,103.0,86.51,89.31,495266100,AAPL
2009-01-30,85.88,97.17,78.2,90.13,646633600,AAPL
2008-12-31,91.3,103.6,84.55,85.35,721923100,AAPL
2008-11-28,105.93,111.79,79.14,92.67,843552200,AAPL
2008-10-31,111.92,116.4,85.0,107.59,1479525400,AAPL
2008-09-30,172.4,173.5,100.59,113.66,859555800,AAPL
2008-08-29,159.94,180.45,152.91,169.53,467348400,AAPL
2008-07-31,164.05,180.91,146.53,158.95,705348600,AAPL
2008-06-30,188.5,189.95,164.15,167.44,695564100,AAPL
2008-05-30,175.01,192.24,172.0,188.75,663864800,AAPL
2008-04-30,146.3,180.0,143.61,173.95,813820800,AAPL
2008-03-31,124.44,145.74,118.0,143.5,818831200,AAPL
2008-02-29,136.24,136.59,115.44,125.02,888069800,AAPL
2008-01-31,199.27,200.26,126.14,135.36,1256210300,AAPL
2007-12-31,181.86,202.96,176.99,198.08,616167100,AAPL
2007-11-30,188.6,192.68,150.63,182.22,935706800,AAPL
2007-10-31,154.63,190.12,152.93,189.95,831349700,AAPL
2007-09-28,139.94,155.0,130.0,153.47,747543700,AAPL
2007-08-31,133.64,139.65,111.62,138.48,870028500,AAPL
2007-07-31,121.05,148.92,119.3,131.76,857806200,AAPL
2007-06-29,121.1,127.61,115.4,122.04,831412200,AAPL
2007-05-31,99.59,122.17,98.55,121.191,620181000,AAPL
2007-04-30,94.14,102.5,89.6,99.8,480705000,AAPL
2007-03-30,84.03,96.83,83.75,92.91,568523000,AAPL
2007-02-28,86.23,90.81,82.86,84.61,490084100,AAPL
2007-01-31,86.29,97.8,81.9,85.73,971777900,AAPL
2006-12-29,91.8,92.33,76.77,84.84,603242600,AAPL
2006-11-30,81.1,93.159,77.79,91.66,494103000,AAPL
2006-10-31,75.1,82.6,72.6,81.08,513855600,AAPL
2006-09-29,68.48,77.78,67.82,76.98,632912800,AAPL
2006-08-31,67.22,70.0,62.58,67.85,638844500,AAPL
2006-07-31,57.52,68.63,50.16,67.96,624276500,AAPL
2006-06-30,59.85,63.1,55.41,57.27,640593700,AAPL
2006-05-31,70.78,73.8,58.69,59.77,557456400,AAPL
2006-04-28,63.66,72.05,61.05,70.39,718545800,AAPL
2006-03-31,69.0,69.99,57.67,62.72,828308300,AAPL
2006-02-28,75.0,76.46,62.9,68.49,670024900,AAPL
2006-01-31,72.332,86.4,70.87,75.51,781370400,AAPL
2005-12-30,68.95,75.46,68.81,71.89,466577300,AAPL
2005-11-30,57.24,71.07,56.87,67.82,480586700,AAPL
2005-10-31,54.16,57.98,47.87,57.59,665837400,AAPL
2005-09-30,47.0,54.56,46.09,53.61,440991800,AAPL
2005-08-31,42.6,48.33,42.02,46.89,335743100,AAPL
2005-07-29,36.83,44.38,36.29,42.65,360508800,AAPL
2005-06-30,39.89,40.76,35.52,36.81,404542700,AAPL
2005-05-31,36.21,40.94,33.11,39.7593,459224800,AAPL
2005-04-29,42.09,44.45,34.0,36.06,691982800,AAPL
2005-03-31,44.99,45.11,38.83,41.67,524140000,AAPL
2005-02-28,77.05,90.88,43.96,44.86,383016900,AAPL
2005-01-31,64.78,77.89,62.6,76.9,459075800,AAPL
2004-12-31,67.79,67.95,61.6,64.4,284796700,AAPL
2004-11-30,52.5,69.57,52.04,67.05,311421500,AAPL
2004-10-29,39.15,53.2,37.65,52.4,287399400,AAPL
2004-09-30,34.3,39.27,34.19,38.75,137026900,AAPL
2004-08-31,31.18,35.18,29.7,34.49,143060100,AAPL
2004-07-30,32.08,33.63,28.74,32.34,173153200,AAPL
2004-06-30,27.79,34.19,27.61,32.54,146914900,AAPL
2004-05-28,26.0,28.78,25.5,28.06,94719200,AAPL
2004-04-30,26.9,29.58,25.49,25.78,159467400,AAPL
2004-03-31,24.09,28.14,23.6,27.04,207609200,AAPL
2004-02-27,22.46,24.1,21.7,23.92,87893400,AAPL
2004-01-30,21.55,24.84,21.18,22.56,141567900,AAPL
2003-12-31,21.04,21.9,19.25,21.37,97390600,AAPL
2003-11-28,22.83,23.3,19.85,20.91,88823300,AAPL
2003-10-31,20.75,25.011,20.19,22.89,125717700,AAPL
2003-09-30,22.66,23.32,20.149,20.72,95490800,AAPL
2003-08-29,21.0,22.85,19.42,22.61,76920800,AAPL
2003-07-31,18.87,21.57,18.51,21.08,93183400,AAPL
2003-06-30,18.1,19.69,16.63,19.06,109166700,AAPL
2003-05-30,14.25,19.0,14.0,17.95,193063300,AAPL
2003-04-30,14.2,14.95,12.72,14.22,138845400,AAPL
2003-03-31,15.01,15.16,14.04,14.14,71935800,AAPL
2003-02-28,14.41,15.3,13.8,15.01,73469700,AAPL
2003-01-31,14.36,15.38,13.56,14.36,107961300,AAPL
2002-12-31,15.9,16.1,13.78,14.33,80900700,AAPL
2002-11-29,15.94,17.38,15.01,15.5,80923600,AAPL
2002-10-31,14.59,16.44,13.36,16.07,118061300,AAPL
2002-09-30,14.49,15.19,14.05,14.5,94497100,AAPL
2002-08-30,15.11,16.25,13.97,14.75,91994400,AAPL
2002-07-31,17.71,18.79,13.8,15.26,144971700,AAPL
2002-06-28,23.39,23.45,15.98,17.72,155500300,AAPL
2002-05-31,24.29,25.98,22.14,23.3,106717100,AAPL
2002-04-30,24.7,26.17,23.0,24.27,114693500,AAPL
2002-03-28,21.93,25.3,21.82,23.67,94974700,AAPL
2002-02-28,24.96,25.98,20.94,21.7,139954000,AAPL
2002-01-31,22.05,24.73,20.26,24.72,152060300,AAPL
2001-12-31,21.06,24.03,20.09,21.9,82675700,AAPL
2001-11-30,17.65,21.55,17.25,21.3,95888300,AAPL
2001-10-31,15.49,19.42,14.83,17.56,134718700,AAPL
2001-09-28,18.5,19.08,14.68,15.51,98777200,AAPL
2001-08-31,19.01,19.9,17.28,18.55,91595700,AAPL
2001-07-31,23.64,25.22,17.85,18.79,154555400,AAPL
2001-06-29,20.13,25.1,19.35,23.25,136397600,AAPL
2001-05-31,25.41,26.7,19.3,19.95,133364900,AAPL
2001-04-30,22.09,27.12,18.75,25.49,199267700,AAPL
2001-03-30,17.81,23.75,17.19,22.07,192840400,AAPL
2001-02-28,20.69,21.94,18.0,18.25,125424400,AAPL
2001-01-31,14.88,22.5,14.44,21.62,244811800,AAPL
2000-12-29,17.0,17.5,13.63,14.88,158195900,AAPL
2000-11-30,19.44,23.0,16.12,16.5,151578100,AAPL
2000-10-31,26.69,26.75,17.5,19.56,391174800,AAPL
2000-09-29,61.31,64.12,25.37,25.75,259230900,AAPL
2000-08-31,50.31,61.5,44.25,60.94,100644400,AAPL
2000-07-31,52.13,60.63,46.88,50.81,102620900,AAPL
2000-06-30,81.75,103.94,50.31,52.38,89106200,AAPL
2000-05-31,124.87,126.25,81.75,84.0,87569200,AAPL
2000-04-28,135.5,139.5,104.87,124.06,77342900,AAPL
2000-03-31,118.56,150.38,114.0,135.81,77663900,AAPL
2000-02-29,104.0,119.94,97.0,114.62,65355200,AAPL
2000-01-31,104.87,121.5,86.5,103.75,112099800,AAPL
1999-12-31,101.0,118.0,91.06,102.81,84091200,AAPL
2021-01-08,107.18,107.53,103.86,107.27,40906599,ABBV
2020-12-31,105.05,109.15,101.5478,107.15,142797150,ABBV
