timestamp,open,high,low,close,volume
2021-01-08,134.5700,147.5500,128.3100,144.0200,15176567
2020-12-31,126.7900,134.0850,120.1500,132.4000,56452178
2020-11-30,95.0500,130.5700,92.5550,124.4900,74598312
2020-10-30,92.5500,103.0600,87.9000,94.1500,46507853
2020-09-30,97.6000,104.0500,89.7200,91.6900,51880016
2020-08-31,81.1000,101.4500,79.0700,98.1500,56123664
2020-07-31,83.2100,91.2900,76.7500,81.0100,73703137
2020-06-30,79.5000,97.5900,75.7500,82.2000,99259078
2020-05-29,68.1400,86.8800,58.3884,79.4800,101876007
2020-04-30,52.8600,76.5400,46.1450,70.9800,100439001
2020-03-31,97.7200,98.9800,40.7600,56.2700,126595353
2020-02-28,108.9600,124.7400,94.6200,98.6200,65193912
2020-01-31,108.8700,114.2800,106.2800,108.4500,43233132
2019-12-31,101.5300,114.5500,99.1800,108.1400,75654018
2019-11-29,137.4800,138.7200,93.5300,101.6600,97691890
2019-10-31,134.4600,139.8800,130.3900,136.6600,26107929
2019-09-30,129.0600,135.9800,127.9800,134.4100,29269513
2019-08-30,132.9100,133.4800,124.7000,130.1000,33715342
2019-07-31,133.9500,144.0000,131.3000,132.7400,39782210
2019-06-28,114.6200,133.2900,114.6200,133.0300,29426147
2019-05-31,130.0300,131.7100,114.4750,115.0000,41331684
2019-04-30,120.5500,130.6400,119.7800,129.8400,30242426
2019-03-29,125.1800,127.5000,117.9700,119.0000,30296225
2019-02-28,119.5200,135.1300,119.3600,123.3100,37933605
2019-01-31,110.4000,120.8600,108.1100,119.2500,28215352
2018-12-31,123.3000,123.5702,108.4100,112.6500,28891418
2018-11-30,125.6600,128.8500,110.2601,120.7900,34113587
2018-10-31,131.4400,131.9200,113.6850,125.4300,47549100
2018-09-28,130.1400,135.6900,121.8400,130.4800,30744998
2018-08-31,133.1800,134.6800,127.9600,130.5000,28341598
2018-07-31,119.6200,139.7700,119.5300,133.8400,35422154
2018-06-29,121.1000,126.3899,118.7150,120.1900,33705767
2018-05-31,114.3300,121.1000,109.3400,121.0300,31870118
2018-04-30,109.5800,118.0000,105.1200,115.1400,49247165
2018-03-29,104.9900,114.9900,101.3673,110.4100,50654243
2018-02-28,127.2500,132.4410,98.5200,105.1700,67032563
2018-01-31,120.6400,133.6800,120.0100,128.0100,37845645
2017-12-29,121.6500,125.4500,116.7600,119.7700,35743249
2017-11-30,125.8800,128.4300,115.5500,122.5000,54392976
2017-10-31,144.0000,154.2400,118.0000,124.6600,68782339
2017-09-29,149.0300,151.8900,138.3500,143.9400,37654008
2017-08-31,157.2400,157.2400,140.7500,148.3600,48176427
2017-07-31,149.5600,161.0000,146.8000,156.4700,29791241
2017-06-30,144.4200,156.3899,141.5500,148.9500,36079539
2017-05-31,134.0000,146.0300,133.8650,143.7800,40665699
2017-04-28,126.3400,137.0000,124.3300,133.7200,38509015
2017-03-31,119.8100,132.1700,117.9500,126.1700,40810861
2017-02-28,121.7800,126.4100,118.3400,119.0400,39428984
2017-01-31,114.0400,122.0800,111.8750,121.5900,35336997
2016-12-30,123.9500,124.7200,112.6300,113.2800,45500862
2016-11-30,129.7900,130.3500,117.3500,124.0500,42168464
2016-10-31,116.3800,133.5500,115.7000,129.2300,51139206
2016-09-30,109.8600,119.1500,105.6200,116.7200,51497328
2016-08-31,116.8200,117.9900,108.2600,109.1200,38901893
2016-07-29,106.0300,119.7700,104.4400,116.6500,41768566
2016-06-30,110.4700,111.9000,96.5800,106.3000,44363759
2016-05-31,115.7600,116.9900,107.7601,111.2400,39941748
2016-04-29,106.7900,118.0000,101.8400,115.7700,59243907
2016-03-31,105.0200,118.6400,102.8500,107.8200,57602036
2016-02-29,100.1600,112.6200,88.4000,104.1100,75353425
2016-01-29,121.2600,122.1300,97.2200,101.0400,50988788
2015-12-31,124.0900,133.0700,121.5800,124.3000,52982738
2015-11-30,136.2000,140.5100,119.3550,123.1100,64316152
2015-10-30,118.5000,139.5800,116.5500,136.3000,49511837
2015-09-30,111.2500,130.9900,109.7600,117.6800,37475144
2015-08-31,121.8500,128.4650,104.7600,114.9900,33484678
2015-07-31,109.2000,122.1900,104.0000,121.4400,40293856
2015-06-30,107.4200,111.3300,103.4600,109.3500,28030978
2015-05-29,100.1000,115.0000,97.6500,107.2600,40571723
2015-04-30,93.8100,100.5100,92.6000,94.2300,29063213
2015-03-31,90.3300,96.4500,88.7100,94.1300,30948391
2015-02-27,86.2800,95.0000,76.3400,91.7500,67190770
2015-01-30,85.5800,88.7600,81.9700,85.9300,36728223
2014-12-31,87.2500,92.0800,85.2630,85.3600,40569449
2014-11-28,84.7400,88.7400,82.4500,87.1100,32580183
2014-10-31,87.3300,88.1000,70.9100,84.9700,72257619
2014-09-30,86.4300,89.2600,82.8500,87.6200,33742745
2014-08-29,82.1800,88.2800,81.8600,85.9000,43521000
2014-07-31,80.0000,82.3600,77.1400,79.4200,33430800
2014-06-30,73.6900,80.4900,72.2200,78.7600,35410500
2014-05-30,71.3000,74.3500,67.3925,73.3000,50355500
2014-04-30,72.6800,76.7299,66.9300,70.9900,53068100
2014-03-31,76.4500,78.0000,69.9300,72.5000,45348600
2014-02-28,65.0700,81.7750,62.7600,78.5300,50666000
2014-01-31,69.0800,72.1900,64.1900,64.9800,47471600
2013-12-31,63.6000,69.7600,61.9200,69.6600,33555700
2013-11-29,58.9800,64.2000,58.1010,63.6900,48099300
2013-10-31,51.6900,59.8900,47.2600,58.9650,101162000
2013-09-30,47.4000,54.0300,47.0100,51.8100,69053200
2013-08-30,47.6000,52.1700,45.6900,46.7600,86273000
2013-07-31,60.3200,66.1400,45.7500,47.1300,96845400
2013-06-28,57.5200,61.0800,54.3900,60.1500,46444800
2013-05-31,55.9700,61.5100,54.6500,57.5100,73351000
2013-04-30,60.4900,65.3900,55.5700,55.8400,59016500
2013-03-28,63.5000,66.8299,59.5000,60.0150,38465800
2013-02-28,65.9500,68.0900,61.4900,63.9000,57106900
2013-01-31,62.6100,66.8600,61.2200,65.2500,36095100
2012-12-31,61.9300,61.9700,57.3400,61.4400,43174000
2012-11-30,59.1100,62.8000,54.9600,61.8600,40377600
2012-10-31,57.8700,60.0400,50.7100,59.1467,69058900
2012-09-28,51.3600,60.2900,51.0500,57.8400,48765900
2012-08-31,57.3500,59.5000,50.4700,51.3600,67306700
2012-07-31,48.2200,58.3950,43.4400,56.9900,84641400
2012-06-29,45.1700,50.6600,43.9120,48.0700,81929300
2012-05-31,40.8500,46.4900,39.9500,45.8900,98172800
2012-04-30,33.2500,43.9200,30.9700,42.6500,94493900
2012-03-30,33.9600,35.5700,31.4300,33.4400,85303100
2012-02-29,32.4300,34.7500,31.8600,34.0500,73767400
2012-01-31,29.7500,32.4400,28.0200,32.3700,77258200
2011-12-30,27.9800,30.4200,26.8780,29.0200,89555500
2011-11-30,25.6200,28.9400,25.4400,27.8150,81175000
2011-10-31,25.6000,29.4000,23.8500,26.2600,106653600
2011-09-30,30.3900,30.9400,25.7400,25.7500,112952600
2011-08-31,31.6900,31.8500,26.2101,30.3100,135952400
2011-07-29,28.9600,32.8900,28.6000,31.6900,97492000
2011-06-30,27.6900,29.1400,26.6700,28.9900,104797800
2011-05-31,25.6000,28.1500,24.2600,28.0100,113648600
2011-04-29,22.7400,25.7500,22.0000,25.0200,171788800
2011-03-31,20.0200,22.8400,19.6100,22.6600,180752200
2011-02-28,25.3200,26.0550,19.8400,19.8600,160096200
2011-01-31,25.1500,27.9100,23.7600,25.1600,117231200
2010-12-31,27.1600,27.6000,24.8400,25.0900,78908200
2010-11-30,28.9800,29.2500,25.0300,26.3300,100290400
2010-10-29,28.2100,29.5000,26.5200,28.9500,103747200
2010-09-30,23.4700,29.8500,23.3000,28.2300,109526400
2010-08-31,22.9300,24.9700,22.3000,22.8600,121828400
2010-07-30,18.7400,23.0800,18.3000,22.6800,129050200
2010-06-30,21.4300,21.9300,18.6900,18.7800,125341800
2010-05-28,23.6100,24.2725,20.6000,21.5600,133437600
