timestamp,open,high,low,close,volume
2021-01-08,109.0200,109.0200,104.8600,107.1500,8361340
2020-12-31,106.8400,110.6600,104.3200,108.5600,36876370
2020-11-30,94.4200,107.7000,93.7300,105.8000,31907756
2020-10-30,92.1500,101.5100,90.3300,93.3300,31630451
2020-09-30,95.5900,98.6500,88.0800,91.3000,34318074
2020-08-31,91.2500,97.6000,90.0400,95.8500,27963841
2020-07-31,87.1700,95.4400,85.5700,91.0500,40355079
2020-06-30,89.8900,98.2800,84.1700,86.9100,52167138
2020-05-29,84.3900,91.3100,77.5800,89.7300,63118306
2020-04-30,65.0000,90.5300,62.1600,86.4300,58776582
2020-03-31,89.2500,94.8900,54.9500,68.5300,88501861
2020-02-28,105.8100,107.6200,87.5600,89.2500,40261443
2020-01-31,100.9000,107.0000,99.9100,105.7700,38542175
2019-12-31,100.7100,102.2000,98.0300,100.7300,34348374
2019-11-29,101.9300,102.2300,96.9400,100.6700,50139674
2019-10-31,113.4000,115.1700,97.7400,101.7100,43204455
2019-09-30,116.8000,119.5900,110.1800,113.4300,37139525
2019-08-30,116.1500,119.7200,113.6400,116.7800,32970562
2019-07-31,110.4600,114.3700,108.7200,112.5200,26020010
2019-06-28,102.2400,111.2900,101.8300,110.6700,31278601
2019-05-31,101.5000,103.4800,98.9500,102.3500,35957543
2019-04-30,100.4300,104.4700,98.9900,104.3900,25532945
2019-03-29,95.0000,101.3900,94.7600,99.8100,38709209
2019-02-28,94.4900,95.7000,88.5200,94.5000,37269919
2019-01-31,91.0900,94.3000,88.7900,93.9800,41145938
2018-12-31,93.2400,94.1300,86.4000,91.9200,52015711
2018-11-30,90.4800,92.4500,85.8100,92.2200,48352661
2018-10-31,91.0500,92.2100,84.5300,90.4100,45849350
2018-09-28,86.7400,91.2600,86.5300,90.9100,31017918
2018-08-31,78.9500,86.9600,78.2200,86.8900,39462830
2018-07-31,77.5200,80.6100,77.0900,79.2900,28753504
2018-06-29,81.6400,84.7100,77.4300,78.2200,56111917
2018-05-31,87.1100,87.2600,80.0300,81.3300,56941778
2018-04-30,85.2200,88.0700,82.8900,87.1000,42261527
2018-03-29,80.9800,85.6700,78.1000,85.1300,44477595
2018-02-28,84.2400,84.5900,75.8800,81.3800,53717946
2018-01-31,82.1500,86.9300,81.1300,84.5900,33459473
2017-12-29,83.4600,84.2900,81.5900,81.6100,31925835
2017-11-30,74.5400,84.0600,74.2600,83.4700,39573386
2017-10-31,73.3700,77.0300,73.3700,74.4500,37266689
2017-09-29,76.9900,78.1400,72.6100,73.6100,41002187
2017-08-31,75.8200,77.1250,73.7700,76.8200,39530568
2017-07-31,73.6000,75.6800,72.3800,75.4800,37124231
2017-06-30,72.6400,75.4499,70.9000,73.7600,44607883
