timestamp,open,high,low,close,volume
2021-01-08,57.0300,60.1900,54.7750,57.7100,19525789
2020-12-31,54.9000,61.6700,51.9000,56.5700,92489473
2020-11-30,39.3500,59.9200,37.8800,53.7700,124188529
2020-10-30,41.6200,44.8850,35.4400,38.6100,118112001
2020-09-30,52.2800,54.4800,42.9300,43.3200,99341578
2020-08-31,55.2300,56.1800,50.7300,52.5900,83331521
2020-07-31,59.2000,60.3000,49.8700,56.2300,90722018
2020-06-30,66.8300,77.1100,55.6600,58.8200,102784552
2020-05-29,60.8300,71.2900,55.8100,66.6400,95427867
2020-04-30,42.0800,66.9400,39.6700,63.3500,123348908
2020-03-31,66.9700,69.0500,31.0000,45.3600,192324602
2020-02-28,84.3000,86.7900,62.4100,66.2500,67927516
2020-01-31,94.6300,98.0300,83.3200,84.3100,71730770
2019-12-31,95.8400,97.2100,91.9400,93.6500,58922169
2019-11-29,97.8000,101.9900,94.7700,95.4900,57807055
2019-10-31,85.6400,101.4400,81.3000,96.9800,70975799
2019-09-30,73.9000,86.0000,73.2400,85.2400,70157681
2019-08-30,85.2100,86.5300,71.0000,75.2800,71736284
2019-07-31,86.8400,87.2400,79.7400,85.2500,64453827
2019-06-28,70.7100,85.7700,70.6600,85.6100,63624373
2019-05-31,90.9700,91.8300,69.4400,70.4000,90482740
2019-04-30,85.8700,92.7000,83.0400,90.6600,71124182
2019-03-29,82.1200,87.9500,78.5500,84.8300,75141032
2019-02-28,88.0000,88.2100,81.5300,81.5600,62670758
2019-01-31,73.8200,88.3600,72.9500,87.8200,96291725
2018-12-31,82.2600,83.7800,68.8100,74.9700,97629611
2018-11-30,92.0700,94.7200,76.2500,79.9000,87884001
2018-10-31,114.5900,120.7200,82.6400,91.0900,100049105
2018-09-28,118.3600,121.2200,108.1000,113.7500,55913438
2018-08-31,116.6100,122.4200,110.6100,117.8800,55631897
2018-07-31,109.9000,118.7400,103.7500,118.3500,64312297
2018-06-29,122.0800,126.9800,107.6800,110.8300,76364202
2018-05-31,110.2600,124.7700,108.7700,121.2000,85229835
2018-04-30,92.2500,113.3200,89.7500,110.9300,75095882
2018-03-29,90.5300,96.4100,89.5700,92.7700,70787890
2018-02-28,96.4200,96.8700,82.9000,90.4200,74175744
2018-01-31,92.1900,99.9500,91.7100,95.9700,62194387
2017-12-29,85.3700,93.1800,82.5200,91.9100,62016348
2017-11-30,79.3200,85.8600,79.0700,85.6200,68431786
2017-10-31,76.7300,79.1350,75.8375,78.8900,74651562
2017-09-29,68.1100,77.7714,67.2400,76.9300,79954133
2017-08-31,69.3500,69.7900,64.2201,68.1000,81412466
2017-07-31,67.8100,69.4400,65.9500,68.9700,71174358
2017-06-30,61.3700,68.3900,61.0700,67.4600,95564189
2017-05-31,64.8200,67.1600,60.6900,61.4700,85433943
2017-04-28,66.5900,67.6900,63.2600,64.6100,80927089
2017-03-31,68.5100,69.8400,65.4200,66.2900,106378646
2017-02-28,66.5300,69.4100,64.6200,67.9500,82317126
2017-01-31,69.5500,71.4000,64.4500,65.7600,100932868
2016-12-30,61.5000,69.8500,60.4100,68.3200,98861359
2016-11-30,60.3700,66.1700,57.4000,61.5600,117064468
2016-10-31,53.0400,60.3600,52.5100,59.2400,116076179
2016-09-30,55.3700,58.0800,51.1702,53.0000,126553101
2016-08-31,52.1300,56.0000,51.3900,55.3500,137284499
2016-07-29,50.7900,53.6700,46.8800,52.2800,144522338
2016-06-30,54.4600,56.7300,49.9100,51.0000,141958135
2016-05-31,58.9600,60.1000,53.5100,54.7000,117470634
2016-04-29,63.5900,64.0600,58.1000,58.8700,112221189
2016-03-31,60.1700,66.8900,59.1600,64.1400,115193240
2016-02-29,68.2000,69.1300,52.5500,60.0800,144689379
2016-01-29,70.3800,72.4900,62.1600,67.8700,155419209
2015-12-31,72.4800,73.7000,65.0400,70.7100,125244116
2015-11-30,65.7800,73.8800,65.4600,71.8600,96698067
2015-10-30,60.2600,66.5099,58.9800,65.9200,125780305
2015-09-30,58.1200,63.5900,56.6500,60.1000,146304355
2015-08-31,65.5500,71.5000,51.6800,59.3400,159513317
2015-07-31,63.0900,68.2700,62.7900,65.6000,150762018
2015-06-30,59.2100,63.1700,56.7600,62.6000,124737477
2015-05-29,57.0500,61.2500,56.9600,59.2400,104963168
2015-04-30,63.9700,64.2800,56.0900,56.9000,149333533
2015-03-31,61.1300,64.4900,56.3000,63.6200,162543821
2015-02-27,53.4000,62.9100,52.9200,61.6900,152248521
2015-01-30,49.5500,53.9000,43.4500,52.8800,186857105
2014-12-31,48.2000,52.1000,45.3500,49.5000,169446825
2014-11-28,50.1700,52.0700,48.2800,48.6100,136481819
2014-10-31,46.3900,50.1650,42.5300,50.0900,182815104
2014-09-30,54.1400,54.4400,45.7300,46.2700,174577362
2014-08-29,50.7200,54.6100,49.3700,54.1400,107037400
2014-07-31,50.3000,51.5000,47.7700,50.8000,178058500
2014-06-30,56.3700,58.1300,50.0310,50.1000,182612100
2014-05-30,57.1400,59.6900,53.6800,56.0500,127776000
2014-04-30,53.5900,58.9700,50.6100,57.1700,147128400
2014-03-31,48.0300,55.9600,47.8399,53.1000,164906500
2014-02-28,51.0900,52.6400,45.9000,47.9800,173210500
2014-01-31,50.1400,53.6400,48.6000,51.1000,179628300
2013-12-31,45.9200,50.5400,44.5300,50.4000,187447500
2013-11-29,41.3400,46.3700,39.0100,45.7200,157701200
2013-10-31,34.1500,42.1500,33.2000,41.1700,199130700
2013-09-30,36.1200,37.2800,33.7000,34.1500,124422500
2013-08-30,36.1500,37.5000,34.1100,35.5300,132167600
2013-07-31,34.5800,36.3300,33.0000,35.7700,178194200
2013-06-28,40.6800,40.8600,33.2701,34.7700,152322900
2013-05-31,39.9700,42.6975,35.8100,40.6300,175859500
2013-04-30,45.3000,45.5300,37.6700,40.3200,265293700
2013-03-28,45.3100,48.9700,42.5100,45.4900,246818600
2013-02-28,44.1900,47.8500,43.5100,45.5900,190492900
2013-01-31,34.9800,44.4000,34.0500,43.7300,247702600
2012-12-31,32.3300,34.4950,30.9600,34.1200,158672800
2012-11-30,28.7100,32.4250,28.0700,32.2600,178446700
2012-10-31,31.9600,33.4400,27.8900,29.1000,206189400
2012-09-28,31.3000,34.3550,30.4700,31.6800,182032200
2012-08-31,27.6700,31.4800,26.6500,31.2600,240758800
2012-07-31,24.4800,28.0900,23.4700,27.5000,200759100
2012-06-29,20.6300,24.6100,20.0000,24.1500,210773300
2012-05-31,24.9500,25.4990,20.9900,21.1000,187097500
2012-04-30,25.6600,26.5400,23.0500,24.7000,195135700
2012-03-30,24.6300,28.6800,24.6300,25.7700,268544800
2012-02-29,24.5200,25.8600,23.9000,24.4900,203617900
2012-01-31,21.3500,24.8550,19.1200,23.9900,262441200
2011-12-30,22.2300,23.2200,19.8219,21.0500,178416000
2011-11-30,24.0000,26.4399,20.1700,22.2700,275054100
2011-10-31,17.6500,26.8600,16.4000,24.6000,298992900
2011-09-30,22.8500,23.8500,17.7700,17.7800,244160500
2011-08-31,25.4100,25.5500,17.8700,22.7200,353957200
2011-07-29,25.5700,27.1000,24.1100,25.1200,205360300
2011-06-30,27.3400,27.6500,22.9600,25.5700,234595000
2011-05-31,28.4200,28.7000,25.2100,27.5000,222749300
2011-04-29,30.0600,31.1200,26.6500,28.3000,249631000
2011-03-31,28.1700,30.9600,25.6000,29.8200,311298600
2011-02-28,25.7500,30.4210,25.5300,28.1800,298100800
2011-01-31,23.4800,25.7900,23.0100,25.3600,208627300
2010-12-31,19.7500,23.7000,19.6900,23.1200,180538000
2010-11-30,18.1200,20.2000,17.7700,19.4800,166013200
2010-10-29,17.6900,18.6800,17.1700,17.9500,136480500
2010-09-30,16.0100,17.6000,15.9100,17.5100,140141344
2010-08-31,17.2500,18.3900,15.4900,15.7700,231520800
2010-07-30,18.0300,18.2000,16.6600,16.9900,237356000
2010-06-30,18.2300,18.9200,16.2400,17.9800,270807900
2010-05-28,21.0200,21.4200,16.8300,18.6800,260803700
2010-04-30,19.8400,21.4900,18.7600,20.7900,299497500
2010-03-31,17.6500,21.0000,17.5100,19.7000,260250500
2010-02-26,18.6600,19.3100,17.1200,17.5200,200969000
2010-01-29,17.2500,19.2200,17.1100,18.4200,298083200
2009-12-31,15.9900,17.1600,15.9100,16.7500,187143700
2009-11-30,18.1500,18.3200,15.7600,15.8900,217773500
2009-10-30,19.4600,21.7760,17.9100,18.1000,326286200
