timestamp,open,high,low,close,volume
2021-01-08,340.4000,365.0100,339.2000,349.6100,31316818
2020-12-31,434.7200,434.9900,336.1000,337.3200,150168985
2020-11-30,462.2900,505.8800,366.2800,478.3600,213243406
2020-10-30,477.0000,588.8400,457.0201,460.9100,200186578
2020-09-30,439.5100,529.7400,345.6800,470.1100,340024524
2020-08-31,256.8300,325.8998,230.0000,325.1000,136547362
2020-07-31,251.3500,281.0000,237.2000,253.9100,133689179
2020-06-30,183.1800,261.6200,183.0000,253.5400,312304345
2020-05-29,136.0000,179.9900,132.6700,179.4800,168774721
2020-04-30,144.5000,181.5000,108.5301,135.1700,371725095
2020-03-31,109.3500,164.9400,100.8800,146.1200,335938384
2020-02-28,77.6900,121.9300,77.5100,105.0000,143984615
2020-01-31,68.8000,78.7900,65.8116,76.3000,47781270
2019-12-31,74.0600,74.5000,62.0200,68.0400,60215650
2019-11-29,69.8600,75.8400,65.3600,74.5000,35099005
2019-10-31,76.4300,78.4897,60.9675,69.8900,75339679
2019-09-30,91.5000,96.5000,74.2900,76.2000,49968965
2019-08-30,95.7500,98.6600,87.2900,91.6700,23512891
2019-07-31,85.1300,104.4900,83.1000,95.5100,51722285
2019-06-28,80.0000,107.3400,75.6500,88.7900,65088241
2019-05-31,72.7200,91.4600,69.6912,79.7300,53272635
