timestamp,open,high,low,close,volume
2021-01-08,50.7600,59.6900,48.6000,58.8700,27901110
2020-12-31,48.4700,55.9500,46.3100,49.8700,114606903
2020-11-30,34.8900,54.7800,33.4000,46.8800,123774126
2020-10-30,35.3300,40.1500,31.2200,34.2400,130090929
2020-09-30,44.7200,45.3750,34.9000,35.9400,104395950
2020-08-31,46.8600,52.7800,42.9800,45.3400,91207135
2020-07-31,51.0300,52.0900,44.0400,46.8500,80288845
2020-06-30,50.7200,62.4300,48.0100,50.6600,102732111
2020-05-29,46.1400,54.3700,43.2600,50.9700,103752576
2020-04-30,34.5700,49.1100,33.5500,47.5100,154528432
2020-03-31,63.8100,65.4100,27.0000,35.9200,221819619
2020-02-28,72.8300,77.9800,56.3400,63.2600,74088602
2020-01-31,84.3200,89.5400,72.5100,72.9100,87123433
2019-12-31,71.6200,84.6900,68.0800,83.7600,87926777
2019-11-29,70.0600,75.6000,69.6400,70.9000,75393003
2019-10-31,74.7900,74.7900,64.3300,69.3100,101546453
2019-09-30,72.5600,87.0000,72.3900,74.2200,85216631
2019-08-30,84.0000,87.8400,70.8300,74.1900,95033158
2019-07-31,95.0000,95.2900,82.0100,85.8500,72833013
2019-06-28,82.4700,94.3800,80.4100,93.1600,65068047
2019-05-31,95.8400,96.5000,81.8300,81.8800,78659308
2019-04-30,96.1900,107.8900,92.9200,96.0500,83726654
2019-03-29,94.6400,97.6300,86.1400,95.1800,109687245
2019-02-28,99.8700,100.4900,89.9400,94.0000,68271013
2019-01-31,85.6600,101.3700,85.2000,99.2000,68688317
2018-12-31,107.1100,108.7800,82.0400,87.2100,78984674
2018-11-30,105.9800,110.2000,96.8100,103.3100,91573229
2018-10-31,127.9300,133.5300,100.6300,105.3400,74614330
2018-09-28,119.0400,129.0900,113.7000,127.5700,48492031
2018-08-31,127.5700,128.5500,114.0500,118.2300,60921015
2018-07-31,123.8100,131.6000,121.1100,128.9400,49284403
2018-06-29,118.4800,126.3200,113.9300,124.4300,66577494
2018-05-31,117.6600,128.0300,111.4800,117.8100,84846295
2018-04-30,104.9400,119.7100,98.8000,118.1700,79995469
2018-03-29,101.7900,107.9100,97.4400,105.2700,86561143
2018-02-28,115.2800,116.5700,96.5400,101.4200,71248477
2018-01-31,108.6700,119.0000,108.2200,115.0000,58701881
2017-12-29,103.3200,109.6600,98.4700,107.9100,45568386
2017-11-30,100.7900,107.9530,96.7100,102.3200,62725461
2017-10-31,95.5200,100.4100,94.8700,99.8700,47328452
2017-09-29,85.0000,98.3700,84.5900,96.7400,55481301
2017-08-31,94.9100,95.5800,81.9900,84.9900,75498310
2017-07-31,91.0000,96.9000,87.0400,95.1400,57834907
2017-06-30,90.6400,91.9800,85.8800,90.5200,79953161
2017-05-31,92.5300,96.6500,88.2000,90.3100,75929250
2017-04-28,97.5000,100.5300,91.1600,92.5000,47881719
2017-03-31,98.2500,100.5400,92.9100,97.5500,86551193
2017-02-28,102.1900,102.6300,95.2700,96.9900,65774345
2017-01-31,102.6300,106.7900,99.5700,101.5800,59546672
2016-12-30,105.7100,109.3700,100.5400,101.1000,79671917
2016-11-30,91.3200,103.0700,88.9400,102.5200,85473180
2016-10-31,96.1100,98.3200,90.1800,90.4200,50297479
2016-09-30,88.3100,97.1900,87.1750,96.7100,73788448
2016-08-31,81.0400,92.1000,78.2600,88.4900,71022524
2016-07-29,83.7800,85.9600,78.0400,81.7000,49943991
2016-06-30,80.6500,86.8700,78.1100,83.4200,67644186
