timestamp,open,high,low,close,volume
2021-01-08,68.3000,70.9550,66.1700,70.2200,28646553
2020-12-31,64.0000,68.8900,63.2900,68.2900,141577844
2020-11-30,51.6000,65.1400,51.1100,63.5100,195961990
2020-10-30,56.0200,59.1600,50.0600,50.8000,112348104
2020-09-30,54.5900,58.1500,51.8000,55.6500,138402392
2020-08-31,52.0200,59.5400,51.0400,54.7900,189607043
2020-07-31,50.5300,53.9400,49.1800,51.9900,123787319
2020-06-30,52.9900,58.5361,48.7300,50.5600,195294758
2020-05-29,48.0000,56.6800,42.5200,52.7600,221818800
2020-04-30,44.2800,52.8100,40.7200,49.0500,228865098
2020-03-31,60.2200,63.5900,32.7200,47.8100,304404141
2020-02-28,59.6200,64.9500,58.1400,59.8000,114941982
2020-01-31,61.3300,63.0300,58.8400,59.0400,92837496
2019-12-31,61.2100,61.4654,59.1800,61.0600,93058879
2019-11-29,58.0500,61.6900,57.6300,61.1300,110425568
2019-10-31,55.9500,60.8900,53.0700,57.6500,109025488
2019-09-30,54.6600,57.3100,53.9450,55.7400,105373862
2019-08-30,54.7000,56.1400,49.3600,54.9700,173014844
2019-07-31,53.4800,57.1500,52.5600,54.5600,99623948
2019-06-28,50.2900,54.5550,49.6900,52.8800,126665128
2019-05-31,54.8000,54.9000,49.0500,50.2900,144251488
2019-04-30,53.5600,55.7800,52.9100,54.8800,95483504
2019-03-29,51.8900,53.5100,50.3900,53.2100,128783824
2019-02-28,49.5000,52.1800,48.1900,51.2900,128289740
2019-01-31,44.2300,49.7300,43.8000,49.7300,136748772
2018-12-31,49.1400,49.3600,41.4900,44.7400,158924710
2018-11-30,109.7700,112.3700,45.1250,48.8500,179737349
2018-10-31,112.8000,113.2800,105.1300,109.8800,87492062
2018-09-28,110.4800,112.7400,107.3200,112.0200,72162134
2018-08-31,97.0000,110.1200,95.9200,109.9700,82628005
2018-07-31,94.7900,98.9400,94.1900,97.2600,55200542
2018-06-29,90.5300,96.8200,90.2800,95.1800,70966955
