timestamp,open,high,low,close,volume,Ticker,Sector,PERatio,EPS,DividendYield
2018-01-31,52.33,59.08,51.9,54.32,120508581,AAL,Industrials,2.8074,3.533,0.0303
2017-12-29,49.67,53.47,48.69,52.03,77681939,AAL,Industrials,2.8074,3.533,0.0303
2017-11-30,48.0,51.16,45.27,50.49,71975206,AAL,Industrials,2.8074,3.533,0.0303
2017-10-31,47.52,53.74,46.79,46.82,117414407,AAL,Industrials,2.8074,3.533,0.0303
2017-09-29,44.85,48.6,42.6066,47.49,129933553,AAL,Industrials,2.8074,3.533,0.0303
2017-08-31,51.13,52.0,42.67,44.74,121756452,AAL,Industrials,2.8074,3.533,0.0303
2017-07-31,50.78,54.48,48.73,50.44,110201100,AAL,Industrials,2.8074,3.533,0.0303
2017-06-30,48.5,51.95,48.01,50.32,127436075,AAL,Industrials,2.8074,3.533,0.0303
2017-05-31,42.76,48.82,42.01,48.41,129778046,AAL,Industrials,2.8074,3.533,0.0303
2017-04-28,42.33,47.39,40.82,42.62,135945359,AAL,Industrials,2.8074,3.533,0.0303
2017-03-31,46.79,48.135,39.21,42.3,177947053,AAL,Industrials,2.8074,3.533,0.0303
2017-02-28,44.75,48.05,43.57,46.36,110361270,AAL,Industrials,2.8074,3.533,0.0303
2017-01-31,47.28,50.0,43.742,44.25,147289715,AAL,Industrials,2.8074,3.533,0.0303
2016-12-30,46.2,50.64,45.58,46.69,122810423,AAL,Industrials,2.8074,3.533,0.0303
2016-11-30,40.51,47.14,39.24,46.44,148409350,AAL,Industrials,2.8074,3.533,0.0303
2016-10-31,36.46,40.93,36.33,40.6,176375805,AAL,Industrials,2.8074,3.533,0.0303
2016-09-30,36.53,39.52,33.9,36.61,162150327,AAL,Industrials,2.8074,3.533,0.0303
2016-08-31,35.54,37.355,33.0,36.3,181410357,AAL,Industrials,2.8074,3.533,0.0303
2016-07-29,28.26,36.739,27.12,35.5,248243493,AAL,Industrials,2.8074,3.533,0.0303
2016-06-30,31.94,33.58,24.85,28.31,274277522,AAL,Industrials,2.8074,3.533,0.0303
2016-05-31,34.99,35.165,30.99,31.91,204488301,AAL,Industrials,2.8074,3.533,0.0303
2016-04-29,40.13,41.76,34.1,34.69,206584339,AAL,Industrials,2.8074,3.533,0.0303
2016-03-31,41.44,43.78,40.05,41.01,163916015,AAL,Industrials,2.8074,3.533,0.0303
2016-02-29,39.0,41.6,34.76,41.0,184042964,AAL,Industrials,2.8074,3.533,0.0303
2016-01-29,41.29,42.74,36.2,38.99,237116073,AAL,Industrials,2.8074,3.533,0.0303
2015-12-31,41.47,46.49,40.7,42.35,170663254,AAL,Industrials,2.8074,3.533,0.0303
2021-01-08,133.52,133.6116,126.382,132.05,610791157,AAPL,Technology,39.2683,3.28,0.0064
2020-12-31,121.01,138.789,120.01,132.69,2319687808,AAPL,Technology,39.2683,3.28,0.0064
2020-11-30,109.11,121.99,107.32,119.05,2122724412,AAPL,Technology,39.2683,3.28,0.0064
2020-10-30,117.64,125.39,107.72,108.86,2895317580,AAPL,Technology,39.2683,3.28,0.0064
2020-09-30,132.76,137.98,103.1,115.81,3886793083,AAPL,Technology,39.2683,3.28,0.0064
2020-08-31,432.8,515.14,126.0,129.04,1184207050,AAPL,Technology,39.2683,3.28,0.0064
2020-07-31,365.12,425.66,356.58,425.04,755162226,AAPL,Technology,39.2683,3.28,0.0064
2020-06-30,317.75,372.38,317.21,364.8,810900890,AAPL,Technology,39.2683,3.28,0.0064
2020-05-29,286.25,324.24,285.85,317.94,701660022,AAPL,Technology,39.2683,3.28,0.0064
2020-04-30,246.5,294.53,236.9,293.8,816530808,AAPL,Technology,39.2683,3.28,0.0064
2020-03-31,282.28,304.0,212.61,254.29,1570331732,AAPL,Technology,39.2683,3.28,0.0064
2020-02-28,304.3,327.22,256.37,273.36,755223231,AAPL,Technology,39.2683,3.28,0.0064
2020-01-31,296.24,327.85,292.75,309.51,734044103,AAPL,Technology,39.2683,3.28,0.0064
2019-12-31,267.27,293.97,256.29,293.65,598871365,AAPL,Technology,39.2683,3.28,0.0064
2019-11-29,249.54,268.0,249.16,267.25,448922253,AAPL,Technology,39.2683,3.28,0.0064
2019-10-31,225.07,249.75,215.13,248.76,621478768,AAPL,Technology,39.2683,3.28,0.0064
2019-09-30,206.43,226.42,204.22,223.97,547408488,AAPL,Technology,39.2683,3.28,0.0064
2019-08-30,213.9,218.03,192.58,208.74,683515746,AAPL,Technology,39.2683,3.28,0.0064
2019-07-31,203.17,221.37,198.41,213.04,473957094,AAPL,Technology,39.2683,3.28,0.0064
2019-06-28,175.6,201.57,170.27,197.92,515218768,AAPL,Technology,39.2683,3.28,0.0064
2019-05-31,209.88,215.31,174.99,175.07,739456573,AAPL,Technology,39.2683,3.28,0.0064
2019-04-30,191.64,208.48,188.38,200.67,506117812,AAPL,Technology,39.2683,3.28,0.0064
2019-03-29,174.28,197.69,169.5,189.95,650981384,AAPL,Technology,39.2683,3.28,0.0064
2019-02-28,166.96,175.87,165.93,173.15,472540723,AAPL,Technology,39.2683,3.28,0.0064
2019-01-31,154.89,169.0,142.0,166.44,828099179,AAPL,Technology,39.2683,3.28,0.0064
2018-12-31,184.46,184.94,146.59,157.74,898917007,AAPL,Technology,39.2683,3.28,0.0064
2018-11-30,219.05,222.36,170.26,178.58,961321947,AAPL,Technology,39.2683,3.28,0.0064
2018-10-31,227.95,233.47,206.09,218.86,789748068,AAPL,Technology,39.2683,3.28,0.0064
2018-09-28,228.41,229.67,215.3,225.74,678972040,AAPL,Technology,39.2683,3.28,0.0064
2018-08-31,199.13,228.87,197.31,227.63,700318837,AAPL,Technology,39.2683,3.28,0.0064
2018-07-31,183.82,195.96,183.42,190.29,393843881,AAPL,Technology,39.2683,3.28,0.0064
2018-06-29,187.99,194.2,180.73,185.11,527624365,AAPL,Technology,39.2683,3.28,0.0064
2018-05-31,166.41,190.37,165.27,186.87,620976206,AAPL,Technology,39.2683,3.28,0.0064
2018-04-30,166.64,178.94,160.63,165.26,666360147,AAPL,Technology,39.2683,3.28,0.0064
2018-03-29,178.54,183.5,164.94,167.78,701387082,AAPL,Technology,39.2683,3.28,0.0064
2018-02-28,167.17,180.62,150.24,178.12,888378184,AAPL,Technology,39.2683,3.28,0.0064
2018-01-31,170.16,180.1,164.7,167.43,639245534,AAPL,Technology,39.2683,3.28,0.0064
2017-12-29,169.95,177.2,166.46,169.23,518560008,AAPL,Technology,39.2683,3.28,0.0064
2017-11-30,169.87,176.24,165.28,171.85,581374608,AAPL,Technology,39.2683,3.28,0.0064
2017-10-31,154.26,169.6499,152.46,169.04,496135305,AAPL,Technology,39.2683,3.28,0.0064
2017-09-29,164.8,164.94,149.16,154.12,669594016,AAPL,Technology,39.2683,3.28,0.0064
2017-08-31,149.1,164.52,148.41,164.0,638221161,AAPL,Technology,39.2683,3.28,0.0064
2017-07-31,144.88,153.99,142.41,148.73,411377229,AAPL,Technology,39.2683,3.28,0.0064
2017-06-30,153.17,155.98,142.2,144.02,664986406,AAPL,Technology,39.2683,3.28,0.0064
2017-05-31,145.1,156.65,144.27,152.76,635292989,AAPL,Technology,39.2683,3.28,0.0064
2017-04-28,143.71,145.46,140.06,143.65,371280180,AAPL,Technology,39.2683,3.28,0.0064
2017-03-31,137.89,144.5,137.05,143.66,562091214,AAPL,Technology,39.2683,3.28,0.0064
2017-02-28,127.03,137.48,127.01,136.99,574968547,AAPL,Technology,39.2683,3.28,0.0064
2017-01-31,115.8,122.44,114.76,121.35,563331160,AAPL,Technology,39.2683,3.28,0.0064
2016-12-30,110.365,118.0166,108.25,115.82,608771645,AAPL,Technology,39.2683,3.28,0.0064
2016-11-30,113.46,113.77,104.08,110.52,721554967,AAPL,Technology,39.2683,3.28,0.0064
2016-10-31,112.71,118.69,112.28,113.54,686914224,AAPL,Technology,39.2683,3.28,0.0064
2016-09-30,106.14,116.18,102.53,113.05,970096738,AAPL,Technology,39.2683,3.28,0.0064
2016-08-31,104.41,110.23,104.0,106.1,630128567,AAPL,Technology,39.2683,3.28,0.0064
2016-07-29,95.49,104.55,94.37,104.21,685779613,AAPL,Technology,39.2683,3.28,0.0064
2016-06-30,99.02,101.89,91.5,95.6,780630235,AAPL,Technology,39.2683,3.28,0.0064
2016-05-31,93.965,100.73,89.47,99.86,901144768,AAPL,Technology,39.2683,3.28,0.0064
2016-04-29,108.78,112.39,92.51,93.74,872383623,AAPL,Technology,39.2683,3.28,0.0064
2016-03-31,97.65,110.42,97.42,108.99,745756771,AAPL,Technology,39.2683,3.28,0.0064
2016-02-29,96.47,98.89,92.59,96.69,810862547,AAPL,Technology,39.2683,3.28,0.0064
2016-01-29,102.61,105.85,92.39,97.34,1271848087,AAPL,Technology,39.2683,3.28,0.0064
2015-12-31,118.75,119.86,104.82,105.26,922626259,AAPL,Technology,39.2683,3.28,0.0064
2021-01-08,107.18,107.53,103.86,107.27,40906599,ABBV,Healthcare,24.0114,4.572,0.0474
2020-12-31,105.05,109.15,101.5478,107.15,142797150,ABBV,Healthcare,24.0114,4.572,0.0474
2020-11-30,86.03,105.8,86.0,104.58,202165468,ABBV,Healthcare,24.0114,4.572,0.0474
2020-10-30,88.17,88.8,79.1101,85.1,171550035,ABBV,Healthcare,24.0114,4.572,0.0474
2020-09-30,95.52,95.92,85.32,87.59,165933331,ABBV,Healthcare,24.0114,4.572,0.0474
2020-08-31,95.19,97.42,91.78,95.77,135946804,ABBV,Healthcare,24.0114,4.572,0.0474
2020-07-31,98.5,101.28,93.55,94.91,142070249,ABBV,Healthcare,24.0114,4.572,0.0474
2020-06-30,92.05,99.35,89.6,98.18,187430663,ABBV,Healthcare,24.0114,4.572,0.0474
2020-05-29,81.95,93.66,80.5,92.67,272446683,ABBV,Healthcare,24.0114,4.572,0.0474
2020-04-30,72.12,85.97,71.43,82.2,204672429,ABBV,Healthcare,24.0114,4.572,0.0474
2020-03-31,86.0,91.86,62.55,76.19,368052041,ABBV,Healthcare,24.0114,4.572,0.0474
2020-02-28,81.31,97.86,80.92,85.71,204643938,ABBV,Healthcare,24.0114,4.572,0.0474
2020-01-31,89.08,90.29,80.41,81.02,191549416,ABBV,Healthcare,24.0114,4.572,0.0474
2019-12-31,87.84,91.99,85.59,88.54,141829998,ABBV,Healthcare,24.0114,4.572,0.0474
2019-11-29,80.03,90.41,79.13,87.73,162856799,ABBV,Healthcare,24.0114,4.572,0.0474
2019-10-31,75.89,79.79,71.57,79.55,165129444,ABBV,Healthcare,24.0114,4.572,0.0474
2019-09-30,65.78,76.44,64.44,75.72,167829742,ABBV,Healthcare,24.0114,4.572,0.0474
2019-08-30,66.93,68.46,62.66,65.74,190272201,ABBV,Healthcare,24.0114,4.572,0.0474
2019-07-31,73.5,74.97,65.63,66.62,245440413,ABBV,Healthcare,24.0114,4.572,0.0474
2019-06-28,76.63,79.34,65.06,72.72,258341384,ABBV,Healthcare,24.0114,4.572,0.0474
2019-05-31,79.6,81.75,75.62,76.71,101085914,ABBV,Healthcare,24.0114,4.572,0.0474
2019-04-30,80.98,84.73,76.81,79.39,127086596,ABBV,Healthcare,24.0114,4.572,0.0474
2019-03-29,79.77,81.99,77.09,80.59,128127680,ABBV,Healthcare,24.0114,4.572,0.0474
2019-02-28,80.25,81.7,77.52,79.24,108610842,ABBV,Healthcare,24.0114,4.572,0.0474
2019-01-31,91.24,92.3,75.77,80.29,181094702,ABBV,Healthcare,24.0114,4.572,0.0474
2018-12-31,94.32,94.98,82.41,92.19,125818347,ABBV,Healthcare,24.0114,4.572,0.0474
2018-11-30,77.71,94.27,77.5,94.27,162382805,ABBV,Healthcare,24.0114,4.572,0.0474
2018-10-31,94.74,96.6,77.74,77.85,138287641,ABBV,Healthcare,24.0114,4.572,0.0474
2018-09-28,95.97,96.4,90.4,94.58,98561247,ABBV,Healthcare,24.0114,4.572,0.0474
2018-08-31,92.29,100.23,92.28,95.98,111960508,ABBV,Healthcare,24.0114,4.572,0.0474
2018-07-31,92.06,98.95,86.76,92.23,145194414,ABBV,Healthcare,24.0114,4.572,0.0474
2018-06-29,97.93,101.08,90.81,92.65,161878296,ABBV,Healthcare,24.0114,4.572,0.0474
2018-05-31,102.1,107.25,98.5,98.94,243029478,ABBV,Healthcare,24.0114,4.572,0.0474
2018-04-30,94.0,99.42,88.22,96.55,139836727,ABBV,Healthcare,24.0114,4.572,0.0474
2018-03-29,115.91,121.45,91.12,94.65,164890242,ABBV,Healthcare,24.0114,4.572,0.0474
2018-02-28,112.24,122.0,101.0,115.83,136960541,ABBV,Healthcare,24.0114,4.572,0.0474
2018-01-31,97.14,125.86,96.75,112.22,140712023,ABBV,Healthcare,24.0114,4.572,0.0474
2017-12-29,97.19,99.1,92.9,96.71,83433841,ABBV,Healthcare,24.0114,4.572,0.0474
2017-11-30,90.78,97.53,90.19,96.92,99591695,ABBV,Healthcare,24.0114,4.572,0.0474
2017-10-31,89.74,98.26,85.24,90.25,134875020,ABBV,Healthcare,24.0114,4.572,0.0474
2017-09-29,75.59,90.95,74.73,88.86,190163376,ABBV,Healthcare,24.0114,4.572,0.0474
2017-08-31,70.03,75.4,69.47,75.3,97289161,ABBV,Healthcare,24.0114,4.572,0.0474
2017-07-31,72.76,75.04,69.38,69.91,97993936,ABBV,Healthcare,24.0114,4.572,0.0474
2017-06-30,66.255,73.67,66.12,72.51,129951733,ABBV,Healthcare,24.0114,4.572,0.0474
2017-05-31,66.0,67.4,64.61,66.02,122414187,ABBV,Healthcare,24.0114,4.572,0.0474
2017-04-28,65.24,67.5,63.1153,65.94,103181206,ABBV,Healthcare,24.0114,4.572,0.0474
2017-03-31,62.16,66.79,61.95,65.16,143065659,ABBV,Healthcare,24.0114,4.572,0.0474
2017-02-28,61.07,62.4,60.05,61.84,126886059,ABBV,Healthcare,24.0114,4.572,0.0474
2017-01-31,62.92,64.5,59.27,61.11,156332934,ABBV,Healthcare,24.0114,4.572,0.0474
2016-12-30,60.83,63.33,58.75,62.62,149402248,ABBV,Healthcare,24.0114,4.572,0.0474
2016-11-30,56.0,65.05,55.68,60.8,195493786,ABBV,Healthcare,24.0114,4.572,0.0474
2016-10-31,63.02,63.75,55.0623,55.78,133963726,ABBV,Healthcare,24.0114,4.572,0.0474
2016-09-30,64.1,65.33,62.45,63.07,137679158,ABBV,Healthcare,24.0114,4.572,0.0474
2016-08-31,66.23,68.1239,63.5,64.1,150348235,ABBV,Healthcare,24.0114,4.572,0.0474
2016-07-29,61.98,66.4,61.77,66.23,153738770,ABBV,Healthcare,24.0114,4.572,0.0474
2016-06-30,62.9,65.37,58.329,61.91,211643211,ABBV,Healthcare,24.0114,4.572,0.0474
2016-05-31,60.79,63.87,58.5,62.93,206072595,ABBV,Healthcare,24.0114,4.572,0.0474
2016-04-29,56.58,62.1,56.36,61.0,140372529,ABBV,Healthcare,24.0114,4.572,0.0474
2016-03-31,54.78,57.87,54.24,57.12,140975748,ABBV,Healthcare,24.0114,4.572,0.0474
2016-02-29,54.16,57.31,51.6,54.61,183326177,ABBV,Healthcare,24.0114,4.572,0.0474
2016-01-29,58.06,59.81,50.71,54.9,217448415,ABBV,Healthcare,24.0114,4.572,0.0474
2015-12-31,58.23,60.12,53.24,59.24,160563343,ABBV,Healthcare,24.0114,4.572,0.0474
2021-01-08,109.53,112.55,107.2551,111.61,25866019,ABT,Healthcare,57.5568,1.891,0.0165
2020-12-31,109.24,109.6792,105.32,109.49,98360933,ABT,Healthcare,57.5568,1.891,0.0165
2020-11-30,107.09,115.14,105.63,108.22,103198829,ABT,Healthcare,57.5568,1.891,0.0165
2020-10-30,109.18,111.57,103.13,105.11,102809110,ABT,Healthcare,57.5568,1.891,0.0165
2020-09-30,108.93,109.91,100.34,108.83,111449080,ABT,Healthcare,57.5568,1.891,0.0165
2020-08-31,101.08,114.195,98.67,109.47,121414944,ABT,Healthcare,57.5568,1.891,0.0165
2020-07-31,91.98,102.8931,90.43,100.64,104538881,ABT,Healthcare,57.5568,1.891,0.0165
2020-06-30,92.95,93.96,86.16,91.43,141831187,ABT,Healthcare,57.5568,1.891,0.0165
2020-05-29,91.0,96.68,88.03,94.92,143592247,ABT,Healthcare,57.5568,1.891,0.0165
2020-04-30,77.0,100.0,75.35,92.09,234832734,ABT,Healthcare,57.5568,1.891,0.0165
2020-03-31,77.88,84.4,61.61,78.91,310473391,ABT,Healthcare,57.5568,1.891,0.0165
2020-02-28,87.78,90.08,74.02,77.03,101990435,ABT,Healthcare,57.5568,1.891,0.0165
2020-01-31,86.06,92.45,84.01,87.14,119649301,ABT,Healthcare,57.5568,1.891,0.0165
2019-12-31,85.57,89.24,83.27,86.86,84382714,ABT,Healthcare,57.5568,1.891,0.0165
2019-11-29,84.09,85.97,80.9,85.45,97934841,ABT,Healthcare,57.5568,1.891,0.0165
2019-10-31,84.03,84.77,78.51,83.61,112980833,ABT,Healthcare,57.5568,1.891,0.0165
2019-09-30,84.43,86.43,81.02,83.67,79566642,ABT,Healthcare,57.5568,1.891,0.0165
2019-08-30,87.18,88.06,81.36,85.32,103603172,ABT,Healthcare,57.5568,1.891,0.0165
2019-07-31,84.74,88.76,82.9,87.1,103743895,ABT,Healthcare,57.5568,1.891,0.0165
2019-06-28,76.25,85.45,75.44,84.1,115150030,ABT,Healthcare,57.5568,1.891,0.0165
2019-05-31,79.35,79.47,74.54,76.13,106180688,ABT,Healthcare,57.5568,1.891,0.0165
2019-04-30,80.67,80.74,72.36,79.56,118461436,ABT,Healthcare,57.5568,1.891,0.0165
2019-03-29,77.99,80.49,75.86,79.94,119620945,ABT,Healthcare,57.5568,1.891,0.0165
2019-02-28,73.02,78.06,71.5,77.62,108041370,ABT,Healthcare,57.5568,1.891,0.0165
2019-01-31,70.39,73.07,65.5,72.98,157854430,ABT,Healthcare,57.5568,1.891,0.0165
2018-12-31,74.29,74.92,65.44,72.33,144017836,ABT,Healthcare,57.5568,1.891,0.0165
2018-11-30,69.09,74.23,67.83,74.05,133863387,ABT,Healthcare,57.5568,1.891,0.0165
2018-10-31,73.81,74.15,65.78,68.94,182684799,ABT,Healthcare,57.5568,1.891,0.0165
2018-09-28,66.74,73.58,65.22,73.36,109301712,ABT,Healthcare,57.5568,1.891,0.0165
2018-08-31,65.35,67.36,63.07,66.84,94871702,ABT,Healthcare,57.5568,1.891,0.0165
2018-07-31,60.63,65.9,60.32,65.54,109258743,ABT,Healthcare,57.5568,1.891,0.0165
2018-06-29,61.96,63.85,60.32,60.99,107128990,ABT,Healthcare,57.5568,1.891,0.0165
2018-05-31,57.7,62.72,56.81,61.53,119237941,ABT,Healthcare,57.5568,1.891,0.0165
2018-04-30,59.82,60.15,56.99,58.13,136068450,ABT,Healthcare,57.5568,1.891,0.0165
2018-03-29,60.16,63.95,58.43,59.92,136396558,ABT,Healthcare,57.5568,1.891,0.0165
2018-02-28,61.75,62.54,55.58,60.33,139401409,ABT,Healthcare,57.5568,1.891,0.0165
2018-01-31,58.2,64.6,57.82,62.16,152754306,ABT,Healthcare,57.5568,1.891,0.0165
2017-12-29,56.3,57.77,54.32,57.07,126255817,ABT,Healthcare,57.5568,1.891,0.0165
2017-11-30,53.89,56.52,53.6101,56.37,108513693,ABT,Healthcare,57.5568,1.891,0.0165
2017-10-31,53.64,56.685,53.195,54.23,120874590,ABT,Healthcare,57.5568,1.891,0.0165
2017-09-29,51.03,54.8,50.64,53.36,123432935,ABT,Healthcare,57.5568,1.891,0.0165
2017-08-31,49.21,51.05,48.05,50.94,100665991,ABT,Healthcare,57.5568,1.891,0.0165
2017-07-31,48.73,51.13,47.83,49.18,113640092,ABT,Healthcare,57.5568,1.891,0.0165
2017-06-30,45.52,49.59,45.47,48.61,159481377,ABT,Healthcare,57.5568,1.891,0.0165
2017-05-31,43.57,45.75,42.88,45.66,132368661,ABT,Healthcare,57.5568,1.891,0.0165
2017-04-28,44.42,44.61,42.31,43.64,134800596,ABT,Healthcare,57.5568,1.891,0.0165
2017-03-31,45.37,45.84,44.26,44.41,148917183,ABT,Healthcare,57.5568,1.891,0.0165
2017-02-28,41.51,45.68,41.44,45.08,165451856,ABT,Healthcare,57.5568,1.891,0.0165
2017-01-31,38.6334,41.79,38.34,41.77,211271563,ABT,Healthcare,57.5568,1.891,0.0165
2016-12-30,38.12,39.79,37.38,38.41,178428497,ABT,Healthcare,57.5568,1.891,0.0165
2016-11-30,39.24,41.53,37.81,38.07,180431584,ABT,Healthcare,57.5568,1.891,0.0165
2016-10-31,42.06,43.78,39.22,39.24,187708938,ABT,Healthcare,57.5568,1.891,0.0165
2016-09-30,41.92,42.53,40.48,42.29,161479608,ABT,Healthcare,57.5568,1.891,0.0165
2016-08-31,44.75,45.79,41.93,42.02,227351763,ABT,Healthcare,57.5568,1.891,0.0165
2016-07-29,39.31,45.16,39.16,44.75,219196096,ABT,Healthcare,57.5568,1.891,0.0165
2016-06-30,39.37,39.64,36.76,39.31,224953980,ABT,Healthcare,57.5568,1.891,0.0165
2016-05-31,38.85,39.67,36.89,39.63,251973922,ABT,Healthcare,57.5568,1.891,0.0165
2016-04-29,41.53,44.58,38.58,38.9,180296839,ABT,Healthcare,57.5568,1.891,0.0165
2016-03-31,38.91,42.0,38.09,41.83,146217754,ABT,Healthcare,57.5568,1.891,0.0165
2016-02-29,36.17,39.88,36.02,38.74,148834649,ABT,Healthcare,57.5568,1.891,0.0165
2016-01-29,43.94,44.05,36.0,37.85,178808035,ABT,Healthcare,57.5568,1.891,0.0165
2015-12-31,45.22,46.22,43.565,44.91,120153675,ABT,Healthcare,57.5568,1.891,0.0165
2021-01-08,500.3,500.79,466.0,485.1,14947001,ADBE,Technology,43.5503,10.83,0.0
2020-12-31,482.01,506.92,468.82,500.12,54952182,ADBE,Technology,43.5503,10.83,0.0
2020-11-30,451.0,502.53,438.94,478.47,53520602,ADBE,Technology,43.5503,10.83,0.0
2020-10-30,497.4252,519.6,442.51,447.1,48082353,ADBE,Technology,43.5503,10.83,0.0
2020-09-30,515.0,536.88,452.52,490.43,84804221,ADBE,Technology,43.5503,10.83,0.0
2020-08-31,449.84,533.6979,431.59,513.39,54518903,ADBE,Technology,43.5503,10.83,0.0
2020-07-31,434.8,470.61,416.29,444.32,54625439,ADBE,Technology,43.5503,10.83,0.0
2020-06-30,387.08,446.15,382.0,435.31,70637474,ADBE,Technology,43.5503,10.83,0.0
2020-05-29,347.24,391.27,340.0,386.6,55546780,ADBE,Technology,43.5503,10.83,0.0
2020-04-30,307.0,356.23,289.71,353.64,73073518,ADBE,Technology,43.5503,10.83,0.0
2020-03-31,349.81,364.95,255.1314,318.24,126560896,ADBE,Technology,43.5503,10.83,0.0
2020-02-28,353.41,386.745,324.0,345.12,56924335,ADBE,Technology,43.5503,10.83,0.0
2020-01-31,330.0,356.82,328.19,351.14,43958330,ADBE,Technology,43.5503,10.83,0.0
2019-12-31,309.22,332.88,297.32,329.81,51177924,ADBE,Technology,43.5503,10.83,0.0
2019-11-29,279.14,310.0,276.05,309.53,44731152,ADBE,Technology,43.5503,10.83,0.0
2019-10-31,278.99,281.51,259.57,277.93,61366471,ADBE,Technology,43.5503,10.83,0.0
2019-09-30,284.25,289.59,267.7269,276.25,66765676,ADBE,Technology,43.5503,10.83,0.0
2019-08-30,299.15,304.99,276.78,284.51,50916823,ADBE,Technology,43.5503,10.83,0.0
2019-07-31,299.55,313.11,295.11,298.86,42492369,ADBE,Technology,43.5503,10.83,0.0
2019-06-28,270.51,304.0,257.46,294.65,67826210,ADBE,Technology,43.5503,10.83,0.0
2019-05-31,291.0,291.0,267.22,270.9,49497456,ADBE,Technology,43.5503,10.83,0.0
2019-04-30,269.85,291.705,263.72,289.25,46808355,ADBE,Technology,43.5503,10.83,0.0
2019-03-29,265.75,269.8,249.0954,266.49,71777949,ADBE,Technology,43.5503,10.83,0.0
2019-02-28,247.82,266.24,246.1,262.5,51022737,ADBE,Technology,43.5503,10.83,0.0
2019-01-31,219.91,250.68,215.15,247.82,68179826,ADBE,Technology,43.5503,10.83,0.0
2018-12-31,260.71,260.72,204.95,226.24,96434311,ADBE,Technology,43.5503,10.83,0.0
